 i   2*Tz    i_sp      en_sp      lam      en_phon
  650   -1    4 -15.8283320818  25.25869
  651   -1    4 -15.8283320819  25.62654
  652   -1    4 -15.8283320820  25.14227
  653   -1    4 -15.8283320821  25.42270
  654   -1    4 -15.8283320823  25.39423
  655   -1    4 -15.8283320843  25.75357
  656   -1    4 -15.8283320844  25.76630
  657   -1    4 -15.8283320845  25.82763
  658   -1    4 -15.8283320846  25.90091
  659   -1    4 -15.8283320847  25.94226
  660   -1    4 -15.8283320848  26.48812
  661   -1    4 -15.8283320849  26.13491
  662   -1    4 -15.8283320850  26.22314
  663   -1    4 -15.8283320851  26.17409
  664   -1    4 -15.8283320852  25.99411
  665   -1    4 -15.8283320853  26.05982
  666   -1    4 -15.8283320854  26.00448
  667   -1    4 -15.8283320855  26.41421
  668   -1    4 -15.8283320856  26.37961
  669   -1    4 -15.8283320857  26.30247
  670   -1    4 -15.8283320880  26.58483
  671   -1    4 -15.8283320881  27.18430
  672   -1    4 -15.8283320882  26.80011
  673   -1    4 -15.8283320883  26.73652
  674   -1    4 -15.8283320884  26.91178
  675   -1    4 -15.8283320885  26.75323
  676   -1    4 -15.8283320886  26.93903
  677   -1    4 -15.8283320887  27.16260
  678   -1    4 -15.8283320888  27.08515
  679   -1    4 -15.8283320889  27.03253
  680   -1    4 -15.8283320890  27.13103
  681   -1    4 -15.8283320891  26.84412
  682   -1    4 -15.8283320909  27.77810
  683   -1    4 -15.8283320911  27.32821
  684   -1    4 -15.8283320912  27.38221
  685   -1    4 -15.8283320913  27.41095
  686   -1    4 -15.8283320914  27.46840
  687   -1    4 -15.8283320915  27.52031
  688   -1    4 -15.8283320916  27.62452
  689   -1    4 -15.8283320917  27.71739
  690   -1    4 -15.8283320918  27.60497
  691   -1    4 -15.8283320934  27.82208
  692   -1    4 -15.8283320935  28.02655
  693   -1    4 -15.8283320936  27.94410
  694   -1    4 -15.8283320937  27.95349
  695   -1    4 -15.8283320938  27.83829
  696   -1    4 -15.8283320939  28.34189
  697   -1    4 -15.8283320940  28.08272
  698   -1    4 -15.8283320941  28.15459
  699   -1    4 -15.8283320942  28.11996
  700   -1    4 -15.8283320943  28.23629
  701   -1    4 -15.8283320944  28.27527
  702   -1    4 -15.8283320945  28.18478
  703   -1    4 -15.8283320946  28.28492
  704   -1    4 -15.8283320961  28.68827
  705   -1    4 -15.8283320962  28.65832
  706   -1    4 -15.8283320963  28.56499
  707   -1    4 -15.8283320964  28.60803
  708   -1    4 -15.8283320965  28.41653
  709   -1    4 -15.8283320966  28.39008
  710   -1    4 -15.8283320967  28.46053
  711   -1    4 -15.8283320969  28.36449
  712   -1    4 -15.8283320970  28.51131
  713   -1    4 -15.8283320985  29.06974
  714   -1    4 -15.8283320986  28.71759
  715   -1    4 -15.8283320987  28.87938
  716   -1    4 -15.8283320988  28.85489
  717   -1    4 -15.8283320989  28.96341
  718   -1    4 -15.8283320990  29.05576
  719   -1    4 -15.8283320991  28.99640
  720   -1    4 -15.8283320992  29.01630
  721   -1    4 -15.8283321004  29.13437
  722   -1    4 -15.8283321005  29.18417
  723   -1    4 -15.8283321006  29.24385
  724   -1    4 -15.8283321007  29.35708
  725   -1    4 -15.8283321008  29.33692
  726   -1    4 -15.8283321009  29.31924
  727   -1    4 -15.8283321010  29.20051
  728   -1    4 -15.8283321022  29.68100
  729   -1    4 -15.8283321023  29.47740
  730   -1    4 -15.8283321024  29.43238
  731   -1    4 -15.8283321025  29.45121
  732   -1    4 -15.8283321026  29.61374
  733   -1    4 -15.8283321027  29.66758
  734   -1    4 -15.8283321028  29.57137
  735   -1    4 -15.8283321040  29.83778
  736   -1    4 -15.8283321041  29.78095
  737   -1    4 -15.8283321042  29.73736
  738   -1    4 -15.8283321043  29.71159
  739   -1    4 -15.8283321055  29.92253
  740   -1    4 -15.8283321056  29.98849
  741   -1    4 -15.8283321057  30.01889
  742   -1    4 -15.8283321058  30.16218
  743   -1    4 -15.8283321059  30.09597
  744   -1    4 -15.8283321060  30.06296
  745   -1    4 -15.8283321061  30.04811
  746   -1    4 -15.8283321062  30.27089
  747   -1    4 -15.8283321063  30.24321
  748   -1    4 -15.8283321064  30.21041
  749   -1    4 -15.8283321075  30.59898
  750   -1    4 -15.8283321076  30.38404
  751   -1    4 -15.8283321077  30.32131
  752   -1    4 -15.8283321078  30.43608
  753   -1    4 -15.8283321079  30.52924
  754   -1    4 -15.8283321080  30.58854
  755   -1    4 -15.8283321097  30.70120
  756   -1    4 -15.8283321098  30.74551
  757   -1    4 -15.8283321099  30.76280
  758   -1    4 -15.8283321100  30.83888
  759   -1    4 -15.8283321101  30.80162
  760   -1    4 -15.8283321102  30.80992
  761   -1    4 -15.8283321103  30.87750
  762   -1    4 -15.8283321104  30.91267
  763   -1    4 -15.8283321105  31.01730
  764   -1    4 -15.8283321106  30.95108
  765   -1    4 -15.8283321107  31.07749
  766   -1    4 -15.8283321108  31.12893
  767   -1    4 -15.8283321109  31.13545
  768   -1    4 -15.8283321110  31.06869
  769   -1    4 -15.8283321111  31.22762
  770   -1    4 -15.8283321112  31.19022
  771   -1    4 -15.8283321113  31.28214
  772   -1    4 -15.8283321114  31.32775
  773   -1    4 -15.8283321131  31.36870
  774   -1    4 -15.8283321132  31.40348
  775   -1    4 -15.8283321133  31.35326
  776   -1    4 -15.8283321134  31.66469
  777   -1    4 -15.8283321135  31.44234
  778   -1    4 -15.8283321136  31.63724
  779   -1    4 -15.8283321138  31.42214
  780   -1    4 -15.8283321139  31.60157
  781   -1    4 -15.8283321140  31.58555
  782   -1    4 -15.8283321141  31.54871
  783   -1    4 -15.8283321142  31.56819
  784   -1    4 -15.8283321186  31.81437
  785   -1    4 -15.8283321187  31.76670
  786   -1    4 -15.8283321188  31.72776
  787   -1    4 -15.8283321189  31.69712
  788   -1    4 -15.8283321193  31.86639
  789   -1    4 -15.8283321194  31.89453
  790   -1    4 -15.8283321195  31.94874
  791   -1    4 -15.8283321196  31.92822
  792   -1    4 -15.8283321197  32.07119
  793   -1    4 -15.8283321199  31.99657
  794   -1    4 -15.8283321209  32.10339
  795   -1    4 -15.8283321210  32.12739
  796   -1    4 -15.8283321211  32.17945
  797   -1    4 -15.8283321212  32.23701
  798   -1    4 -15.8283321213  32.32068
  799   -1    4 -15.8283321214  32.26835
  800   -1    4 -15.8283321215  32.30614
  801   -1    4 -15.8283321216  32.38093
  802   -1    4 -15.8283321217  32.35695
  803   -1    4 -15.8283321235  32.41794
  804   -1    4 -15.8283321236  32.42468
  805   -1    4 -15.8283321237  32.45635
  806   -1    4 -15.8283321238  32.61254
  807   -1    4 -15.8283321239  32.57135
  808   -1    4 -15.8283321240  32.51800
  809   -1    4 -15.8283321241  32.51592
  810   -1    4 -15.8283321242  32.54993
  811   -1    4 -15.8283321243  32.64055
  812   -1    4 -15.8283321244  32.84278
  813   -1    4 -15.8283321245  32.81086
  814   -1    4 -15.8283321246  32.72031
  815   -1    4 -15.8283321247  32.85477
  816   -1    4 -15.8283321248  32.78500
  817   -1    4 -15.8283321249  32.76496
  818   -1    4 -15.8283321250  32.69876
  819   -1    4 -15.8283321279  33.00099
  820   -1    4 -15.8283321280  32.91875
  821   -1    4 -15.8283321281  32.90456
  822   -1    4 -15.8283321287  33.04000
  823   -1    4 -15.8283321288  33.03327
  824   -1    4 -15.8283321289  33.10420
  825   -1    4 -15.8283321290  33.12089
  826   -1    4 -15.8283321291  33.16279
  827   -1    4 -15.8283321292  33.19822
  828   -1    4 -15.8283321293  33.23114
  829   -1    4 -15.8283321294  33.16632
  830   -1    4 -15.8283321295  33.27301
  831   -1    4 -15.8283321296  33.30746
  832   -1    4 -15.8283321297  33.30121
  833   -1    4 -15.8283321298  33.36638
  834   -1    4 -15.8283321299  33.35477
  835   -1    4 -15.8283321312  33.38711
  836   -1    4 -15.8283321313  33.40756
  837   -1    4 -15.8283321314  33.45319
  838   -1    4 -15.8283321315  33.44926
  839   -1    4 -15.8283321316  33.47757
  840   -1    4 -15.8283321317  33.51343
  841   -1    4 -15.8283321318  33.53113
  842   -1    4 -15.8283321319  33.56275
  843   -1    4 -15.8283321320  33.86441
  844   -1    4 -15.8283321321  33.82668
  845   -1    4 -15.8283321322  33.81621
  846   -1    4 -15.8283321323  33.76191
  847   -1    4 -15.8283321324  33.65602
  848   -1    4 -15.8283321325  33.69079
  849   -1    4 -15.8283321326  33.71491
  850   -1    4 -15.8283321327  33.78116
  851   -1    4 -15.8283321328  33.67733
  852   -1    4 -15.8283321329  33.62311
  853   -1    4 -15.8283321330  33.61842
  854   -1    4 -15.8283321331  33.73138
  855   -1    4 -15.8283321365  34.02464
  856   -1    4 -15.8283321366  33.98514
  857   -1    4 -15.8283321367  33.95179
  858   -1    4 -15.8283321368  33.92264
  859   -1    4 -15.8283321369  34.00398
  860   -1    4 -15.8283321370  33.90124
  861   -1    4 -15.8283321372  34.06977
  862   -1    4 -15.8283321373  34.14156
  863   -1    4 -15.8283321374  34.12282
  864   -1    4 -15.8283321375  34.17017
  865   -1    4 -15.8283321376  34.21771
  866   -1    4 -15.8283321377  34.26078
  867   -1    4 -15.8283321378  34.36573
  868   -1    4 -15.8283321379  34.31827
  869   -1    4 -15.8283321380  34.44116
  870   -1    4 -15.8283321381  34.35466
  871   -1    4 -15.8283321382  34.32997
  872   -1    4 -15.8283321383  34.24779
  873   -1    4 -15.8283321384  34.42133
  874   -1    4 -15.8283321395  34.75577
  875   -1    4 -15.8283321396  34.52802
  876   -1    4 -15.8283321397  34.50995
  877   -1    4 -15.8283321398  34.67349
  878   -1    4 -15.8283321399  34.57350
  879   -1    4 -15.8283321400  34.55950
  880   -1    4 -15.8283321401  34.64691
  881   -1    4 -15.8283321402  34.63319
  882   -1    4 -15.8283321443  34.82056
  883   -1    4 -15.8283321444  34.86457
  884   -1    4 -15.8283321445  34.78241
  885   -1    4 -15.8283321446  34.90047
  886   -1    4 -15.8283321447  34.76326
  887   -1    4 -15.8283321452  34.96200
  888   -1    4 -15.8283321453  34.92571
  889   -1    6  -8.0886916131  14.37782
  890   -1    6  -8.0886916135  15.22212
  891   -1    6  -8.0886916136  15.58606
  892   -1    6  -8.0886916137  16.07373
  893   -1    6  -8.0886916138  16.55243
  894   -1    6  -8.0886916139  16.81813
  895   -1    6  -8.0886916140  17.28572
  896   -1    6  -8.0886916144  20.36691
  897   -1    6  -8.0886916145  20.39460
  898   -1    6  -8.0886916146  20.89700
  899   -1    6  -8.0886916182  22.82503
  900   -1    6  -8.0886916183  22.94130
  901   -1    6  -8.0886916185  23.47643
  902   -1    6  -8.0886916186  23.81714
  903   -1    6  -8.0886916187  24.11244
  904   -1    6  -8.0886916190  24.91891
  905   -1    6  -8.0886916191  24.99530
  906   -1    6  -8.0886916213  25.77858
  907   -1    6  -8.0886916214  25.86974
  908   -1    6  -8.0886916216  26.04799
  909   -1    6  -8.0886916217  26.23397
  910   -1    6  -8.0886916220  26.48700
  911   -1    6  -8.0886916246  27.47689
  912   -1    6  -8.0886916247  27.57063
  913   -1    6  -8.0886916248  27.63447
  914   -1    6  -8.0886916249  27.96901
  915   -1    6  -8.0886916253  28.49951
  916   -1    6  -8.0886916254  28.35523
  917   -1    6  -8.0886916255  28.43920
  918   -1    6  -8.0886916258  28.75718
  919   -1    6  -8.0886916259  28.83181
  920   -1    6  -8.0886916260  28.85522
  921   -1    6  -8.0886916262  29.20597
  922   -1    6  -8.0886916263  29.30477
  923   -1    6  -8.0886916282  29.93418
  924   -1    6  -8.0886916303  31.40404
  925   -1    6  -8.0886916320  31.70344
  926   -1    6  -8.0886916321  31.80471
  927   -1    6  -8.0886916324  32.12235
  928   -1    6  -8.0886916326  32.31517
  929   -1    6  -8.0886916347  32.80430
  930   -1    6  -8.0886916348  32.87652
  931   -1    6  -8.0886916349  32.96579
  932   -1    6  -8.0886916359  33.46255
  933   -1    6  -8.0886916360  33.55619
  934   -1    6  -8.0886916361  33.59876
  935   -1    6  -8.0886916362  33.73502
  936   -1    6  -8.0886916364  33.82634
  937   -1    6  -8.0886916365  34.02670
  938   -1    6  -8.0886916367  34.25790
  939   -1    6  -8.0886916377  34.53620
  940   -1    6  -8.0886916378  34.66209
  941   -1    6  -8.0886916382  34.83686
  942   -1    6  -8.0886916383  34.80768
  943   -1    6  -8.0886916384  34.96626
  944   -1    6  -8.0886917651  11.09703
  945   -1    6  -8.0886917652  11.26148
  946   -1    6  -8.0886917654  12.21925
  947   -1    6  -8.0886917655  12.48165
  948   -1    6  -8.0886917659  14.36550
  949   -1    6  -8.0886917660  14.62065
  950   -1    6  -8.0886917663  15.29905
  951   -1    6  -8.0886917665  15.79291
  952   -1    6  -8.0886917666  16.07277
  953   -1    6  -8.0886917667  16.33214
  954   -1    6  -8.0886917668  16.62580
  955   -1    6  -8.0886917672  17.73455
  956   -1    6  -8.0886917674  18.07687
  957   -1    6  -8.0886917675  18.25533
  958   -1    6  -8.0886917722  18.59809
  959   -1    6  -8.0886917723  18.99921
  960   -1    6  -8.0886917724  19.14182
  961   -1    6  -8.0886917727  19.48041
  962   -1    6  -8.0886917728  19.67914
  963   -1    6  -8.0886917729  19.92573
  964   -1    6  -8.0886917731  20.40566
  965   -1    6  -8.0886917733  20.63939
  966   -1    6  -8.0886917738  21.11512
  967   -1    6  -8.0886917740  21.54819
  968   -1    6  -8.0886917741  21.45700
  969   -1    6  -8.0886917742  21.44656
  970   -1    6  -8.0886917745  21.99257
  971   -1    6  -8.0886917746  21.77489
  972   -1    6  -8.0886917798  22.34107
  973   -1    6  -8.0886917799  22.33084
  974   -1    6  -8.0886917800  22.42405
  975   -1    6  -8.0886917801  22.62520
  976   -1    6  -8.0886917803  22.67485
  977   -1    6  -8.0886917804  22.71912
  978   -1    6  -8.0886917806  23.09290
  979   -1    6  -8.0886917808  23.00671
  980   -1    6  -8.0886917809  23.25935
  981   -1    6  -8.0886917817  24.05315
  982   -1    6  -8.0886917819  24.42454
  983   -1    6  -8.0886917821  24.32123
  984   -1    6  -8.0886917853  24.74600
  985   -1    6  -8.0886917904  26.25709
  986   -1    6  -8.0886917906  26.35257
  987   -1    6  -8.0886917907  26.41102
  988   -1    6  -8.0886917908  26.53124
  989   -1    6  -8.0886917909  26.59257
  990   -1    6  -8.0886917910  26.57144
  991   -1    6  -8.0886917917  26.85803
  992   -1    6  -8.0886917918  27.11899
  993   -1    6  -8.0886917922  27.34281
  994   -1    6  -8.0886917949  27.48500
  995   -1    6  -8.0886917952  27.68935
  996   -1    6  -8.0886917954  27.83855
  997   -1    6  -8.0886917956  27.99043
  998   -1    6  -8.0886917957  28.03565
  999   -1    6  -8.0886917958  28.09584
 1000   -1    6  -8.0886917959  28.05831
 1001   -1    6  -8.0886917983  28.26042
 1002   -1    6  -8.0886917984  28.22307
 1003   -1    6  -8.0886917985  28.31755
 1004   -1    6  -8.0886917986  28.36784
 1005   -1    6  -8.0886917987  28.38757
 1006   -1    6  -8.0886917988  28.47246
 1007   -1    6  -8.0886917989  28.43195
 1008   -1    6  -8.0886917990  29.00182
 1009   -1    6  -8.0886917991  28.58615
 1010   -1    6  -8.0886917994  28.67277
 1011   -1    6  -8.0886917995  28.77814
 1012   -1    6  -8.0886917996  28.86261
 1013   -1    6  -8.0886917997  28.83765
 1014   -1    6  -8.0886917999  28.91754
 1015   -1    6  -8.0886918019  29.12232
 1016   -1    6  -8.0886918020  29.16164
 1017   -1    6  -8.0886918021  29.07204
 1018   -1    6  -8.0886918024  29.31263
 1019   -1    6  -8.0886918025  29.34696
 1020   -1    6  -8.0886918027  29.53025
 1021   -1    6  -8.0886918054  30.06189
 1022   -1    6  -8.0886918058  30.14652
 1023   -1    6  -8.0886918121  31.05117
 1024   -1    6  -8.0886918123  30.72907
 1025   -1    6  -8.0886918124  30.91963
 1026   -1    6  -8.0886918139  31.12655
 1027   -1    6  -8.0886918144  31.52106
 1028   -1    6  -8.0886918145  31.45808
 1029   -1    6  -8.0886918166  31.61068
 1030   -1    6  -8.0886918169  31.95582
 1031   -1    6  -8.0886918171  31.74405
 1032   -1    6  -8.0886918174  31.86566
 1033   -1    6  -8.0886918207  32.08515
 1034   -1    6  -8.0886918209  32.13946
 1035   -1    6  -8.0886918213  32.35508
 1036   -1    6  -8.0886918219  32.39762
 1037   -1    6  -8.0886918220  32.43499
 1038   -1    6  -8.0886918224  32.57388
 1039   -1    6  -8.0886918227  32.76001
 1040   -1    6  -8.0886918245  32.99064
 1041   -1    6  -8.0886918246  33.01830
 1042   -1    6  -8.0886918247  33.03337
 1043   -1    6  -8.0886918249  33.48929
 1044   -1    6  -8.0886918250  33.10248
 1045   -1    6  -8.0886918251  33.17012
 1046   -1    6  -8.0886918252  33.44675
 1047   -1    6  -8.0886918253  33.40865
 1048   -1    6  -8.0886918254  33.27340
 1049   -1    6  -8.0886918255  33.37197
 1050   -1    6  -8.0886918256  33.35008
 1051   -1    6  -8.0886918257  33.23269
 1052   -1    6  -8.0886918303  33.50930
 1053   -1    6  -8.0886918304  33.55877
 1054   -1    6  -8.0886918305  33.61437
 1055   -1    6  -8.0886918314  33.73807
 1056   -1    6  -8.0886918315  33.70853
 1057   -1    6  -8.0886918316  33.80840
 1058   -1    6  -8.0886918317  33.77863
 1059   -1    6  -8.0886918318  33.88549
 1060   -1    6  -8.0886918319  33.88319
 1061   -1    6  -8.0886918320  33.98514
 1062   -1    6  -8.0886918321  33.95686
 1063   -1    6  -8.0886918323  34.03536
 1064   -1    6  -8.0886918324  33.96624
 1065   -1    6  -8.0886918325  34.13275
 1066   -1    6  -8.0886918326  34.11067
 1067   -1    6  -8.0886918340  34.17051
 1068   -1    6  -8.0886918341  34.25854
 1069   -1    6  -8.0886918343  34.29155
 1070   -1    6  -8.0886918345  34.42217
 1071   -1    6  -8.0886918346  34.62505
 1072   -1    6  -8.0886918348  34.58755
 1073   -1    6  -8.0886918349  34.52530
 1074   -1    6  -8.0886918352  34.40688
 1075   -1    6  -8.0886918385  34.72965
 1076   -1    6  -8.0886918386  34.74821
 1077   -1    6  -8.0886918387  34.83071
 1078   -1    6  -8.0886918388  34.80560
 1079   -1    6  -8.0886918389  34.86270
 1080   -1    6  -8.0886918390  34.90872
 1081   -1    6  -8.0886918397  34.94558
 1082   -1    6  -8.0886918398  34.94999
 1083   -1    6  -8.0886918400  34.98555
