 
 ________________________________________
 
 i     Parity    J        energy       Tz
    1   -1    0   5.55856   1
 
 i     Parity    J        energy       Tz
   62   -1    2  19.28639  -1
 
 -  p(h)^-1 -
 7 4        0.39260
 7 6        0.02781
 9 4        0.91494
11 4       -0.01495
11 6       -0.06820
15 2        0.01331
19 4        0.00504
19 6        0.05384
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   63   -1    2  20.05424   0
 
 -  p(h)^-1 -
 7 3       -0.05450
 7 5       -0.03687
 9 3       -0.06012
11 3       -0.33284
11 5        0.00004
15 1       -0.01009
19 3       -0.01831
19 5        0.18768
 8 4       -0.07646
 8 6       -0.03987
10 4       -0.10046
12 4        0.33913
12 6        0.00855
16 2       -0.02440
20 4       -0.02326
20 6        0.84372
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   64   -1    2  20.14822   0
 
 -  p(h)^-1 -
 7 3        0.09529
 7 5        0.04132
 9 3        0.01825
11 3        0.86600
11 5       -0.01587
15 1        0.01947
19 3        0.04439
19 5       -0.19899
 8 4       -0.04928
 8 6       -0.02424
10 4        0.04033
12 4       -0.08507
12 6        0.02591
16 2       -0.01044
20 4       -0.00929
20 6        0.42892
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   65   -1    2  20.29758  -1
 
 -  p(h)^-1 -
 7 4       -0.88739
 7 6       -0.08662
 9 4        0.39680
11 4        0.08892
11 6        0.01204
15 2        0.01602
19 4       -0.07130
19 6       -0.18492
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   66   -1    2  21.37731   0
 
 -  p(h)^-1 -
 7 3       -0.02251
 7 5       -0.01465
 9 3        0.02978
11 3       -0.21824
11 5       -0.00692
15 1       -0.01069
19 3       -0.02480
19 5        0.03931
 8 4       -0.11058
 8 6       -0.05956
10 4        0.01160
12 4       -0.92702
12 6        0.01127
16 2       -0.02628
20 4       -0.05496
20 6        0.26329
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   67   -1    2  22.50494  -1
 
 -  p(h)^-1 -
 7 4       -0.15521
 7 6       -0.07771
 9 4        0.01698
11 4        0.24406
11 6        0.00426
15 2        0.02994
19 4       -0.03843
19 6        0.95269
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   68   -1    2  24.07362  -1
 
 -  p(h)^-1 -
 7 4        0.11877
 7 6        0.06209
 9 4       -0.02447
